participant_id,video_id,survey_batch_id,age,gender,race,education,income,sen_seek,human_perceived_msv,predicted_msv,human_emotional,human_arousing,human_involving,human_exciting,human_powerful_impact,human_stimulating,human_strong_visual,human_strong_soundeffect,human_dramatic,human_graphic,human_creative,human_goosebump,human_intense,human_strong_soundtrack,human_novel,human_unique,human_unusual,ai_emotional,ai_arousing,ai_involving,ai_exciting,ai_powerful_impact,ai_stimulating,ai_strong_visual,ai_strong_soundeffect,ai_dramatic,ai_graphic,ai_creative,ai_goosebump,ai_intense,ai_strong_soundtrack,ai_novel,ai_unique,ai_unusual
95,84,1_66,20,Male,Black or African American,2.0,,2.0,2.882352941,1.7058823529411764,1.0,1.0,7.0,3.0,6.0,1.0,5.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,6.0,5.0,1.0,2,1,2,1,2,2,3,1,1,2,3,1,1,1,2,2,2
96,47,1_32,62,Female,White or Caucasian,5.0,6.0,2.75,6.764705882,3.1176470588235294,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,3,2,4,3,4,3,5,2,2,2,5,1,2,3,4,4,4
97,263,2_119,33,Female,White or Caucasian,4.0,4.0,3.5,3.705882353,3.2941176470588234,4.0,2.0,4.0,5.0,5.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,3.0,5.0,7.0,5.0,3,3,4,3,3,4,5,2,2,5,4,1,3,5,3,3,3
97,300,2_44,33,Female,White or Caucasian,4.0,4.0,3.5,3.0,3.235294117647059,4.0,3.0,4.0,5.0,5.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,4.0,5.0,3.0,5,4,5,4,5,4,3,1,6,1,3,2,5,1,2,2,2
98,322,2_64,55,Female,White or Caucasian,3.0,3.0,1.25,2.588235294,1.5294117647058822,3.0,2.0,5.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,2,2
98,285,2_30,55,Female,White or Caucasian,3.0,3.0,1.25,4.882352941,2.823529411764706,5.0,5.0,6.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4,3,4,2,4,3,4,2,3,2,3,1,3,4,2,2,2
99,325,2_67,49,Female,White or Caucasian,3.0,1.0,3.375,4.941176471,4.0588235294117645,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,6.0,4.0,6,4,5,4,5,4,5,3,4,3,5,4,3,5,3,3,3
101,311,2_54,33,Male,White or Caucasian,2.0,2.0,1.375,3.705882353,2.235294117647059,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2,1,2,1,2,2,3,2,2,1,3,1,1,3,4,4,4
102,279,2_25,40,Male,"Black or African American,Asian",5.0,6.0,1.625,3.058823529,1.8823529411764706,3.0,4.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,2,2,2,2,1,2,3,2,2,2,2,1,1,2,2,2,2
104,350,2_9,37,Female,White or Caucasian,5.0,,2.625,5.176470588,3.3529411764705883,6.0,1.0,4.0,6.0,7.0,7.0,2.0,7.0,7.0,4.0,6.0,1.0,6.0,7.0,6.0,7.0,4.0,3,3,4,4,3,4,5,2,4,2,3,2,4,5,3,3,3
105,282,2_28,44,Female,White or Caucasian,6.0,2.0,4.0,2.764705882,5.176470588235294,4.0,4.0,1.0,3.0,4.0,4.0,5.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,6,5,6,4,7,5,6,4,7,6,3,6,7,2,4,4,6
105,285,2_30,44,Female,White or Caucasian,6.0,2.0,4.0,2.647058824,3.764705882352941,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,1.0,5,4,5,3,5,4,5,2,5,3,4,2,4,4,3,3,3
106,311,2_54,46,Female,White or Caucasian,3.0,2.0,3.0,2.0,2.764705882352941,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,7.0,1.0,1.0,1.0,1.0,4.0,3,2,3,2,2,3,4,2,2,2,3,1,2,4,4,4,4
107,269,2_16,39,Female,Black or African American,5.0,6.0,2.625,4.705882353,2.411764705882353,3.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,4.0,6.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5,2,4,2,4,2,2,1,4,1,2,2,3,1,2,2,2
109,311,2_54,26,Female,White or Caucasian,5.0,5.0,1.125,6.588235294,1.3529411764705883,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2
110,325,2_67,29,Female,White or Caucasian,2.0,3.0,3.75,6.058823529,4.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,4.0,4.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6,4,5,4,6,5,5,3,4,2,4,4,3,5,3,3,2
110,263,2_119,29,Female,White or Caucasian,2.0,3.0,3.75,4.647058824,3.2941176470588234,1.0,5.0,6.0,5.0,4.0,6.0,6.0,5.0,6.0,4.0,6.0,1.0,6.0,5.0,2.0,6.0,5.0,2,3,4,4,3,4,5,2,3,4,3,1,4,5,3,3,3
111,257,2_113,25,Male,White or Caucasian,5.0,5.0,3.5,2.0,1.8235294117647058,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,1,1,2,1,1,1,2,2,1,1,3,1,1,1,4,4,4
113,353,2_92,26,Female,Black or African American,3.0,6.0,4.0,4.0,1.5294117647058822,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2,2,2,1,1,1,3,4,1,1,2,1,1,1,1,1,1
114,322,2_64,42,Male,Other,6.0,4.0,2.25,1.588235294,2.0588235294117645,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,3,2,3,2,2,2,3,2,1,1,3,1,1,3,2,2,2
115,269,2_16,26,Female,White or Caucasian,2.0,,2.125,3.823529412,2.1176470588235294,4.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4,2,3,2,3,2,2,1,3,1,2,1,3,1,2,2,2
116,282,2_28,32,Male,White or Caucasian,5.0,4.0,2.375,5.235294118,4.411764705882353,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,6.0,5.0,5.0,4.0,6.0,7.0,6.0,6,4,5,3,6,4,6,2,6,5,2,5,6,1,4,4,6
118,263,2_119,56,Male,White or Caucasian,5.0,2.0,4.0,3.647058824,4.235294117647059,3.0,2.0,2.0,3.0,2.0,4.0,5.0,3.0,6.0,5.0,5.0,1.0,6.0,4.0,4.0,4.0,3.0,2,4,4,5,4,5,6,2,3,6,4,2,5,5,5,5,5
119,311,2_54,68,Male,Black or African American,5.0,5.0,3.0,4.0,2.764705882352941,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3,2,3,2,2,3,3,2,2,1,4,1,2,4,4,4,5
120,325,2_67,28,Male,White or Caucasian,3.0,2.0,3.25,5.235294118,2.588235294117647,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,2.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,4,2,3,2,3,2,4,2,2,2,4,1,2,3,3,3,2
122,300,2_44,23,Female,Black or African American,6.0,1.0,3.5,3.705882353,2.823529411764706,1.0,4.0,5.0,2.0,5.0,2.0,5.0,2.0,6.0,5.0,6.0,1.0,3.0,4.0,3.0,4.0,5.0,5,3,5,3,4,3,2,1,5,2,2,1,5,1,2,2,2
125,340,2_80,60,Male,White or Caucasian,5.0,2.0,1.625,5.235294118,3.0,6.0,5.0,5.0,4.0,6.0,5.0,6.0,7.0,6.0,3.0,4.0,4.0,5.0,7.0,5.0,5.0,6.0,5,2,4,2,4,2,4,2,4,2,3,3,3,2,3,3,3
126,279,2_25,64,Female,White or Caucasian,5.0,3.0,1.875,4.058823529,1.588235294117647,5.0,5.0,5.0,5.0,1.0,5.0,4.0,1.0,5.0,5.0,5.0,1.0,5.0,2.0,5.0,5.0,5.0,2,1,2,2,1,1,2,2,2,1,2,1,1,1,2,2,2
127,257,2_113,65,Female,White or Caucasian,3.0,2.0,1.875,4.058823529,1.3529411764705883,4.0,2.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,1.0,4.0,4.0,5.0,5.0,6.0,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2
127,350,2_9,65,Female,White or Caucasian,3.0,2.0,1.875,3.647058824,2.4705882352941178,3.0,1.0,5.0,1.0,5.0,4.0,6.0,3.0,2.0,4.0,5.0,1.0,4.0,5.0,5.0,5.0,3.0,2,2,3,3,2,2,4,3,3,2,3,1,2,4,2,2,2
127,279,2_25,65,Female,White or Caucasian,3.0,2.0,1.875,3.588235294,1.4705882352941178,4.0,3.0,3.0,3.0,3.0,2.0,6.0,2.0,3.0,5.0,5.0,1.0,3.0,3.0,5.0,7.0,3.0,1,1,2,1,1,1,2,2,2,1,2,1,1,1,2,2,2
127,285,2_30,65,Female,White or Caucasian,3.0,2.0,1.875,4.823529412,2.7058823529411766,6.0,3.0,5.0,4.0,5.0,6.0,5.0,3.0,6.0,5.0,6.0,2.0,5.0,5.0,6.0,5.0,5.0,4,3,4,2,4,3,4,2,3,2,3,1,2,3,2,2,2
129,257,2_113,49,Male,"White or Caucasian,Other",5.0,4.0,4.0,2.529411765,1.411764705882353,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,6.0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,3,3
130,353,2_92,48,Female,White or Caucasian,5.0,2.0,2.375,1.882352941,1.7058823529411764,1.0,1.0,2.0,2.0,1.0,1.0,6.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,2,1,2,1,2,1,3,4,1,1,2,1,1,1,2,2,2
130,322,2_64,48,Female,White or Caucasian,5.0,2.0,2.375,1.058823529,2.1176470588235294,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,3,2,2,2,3,2,1,1,3,1,1,4,2,2,2
130,300,2_44,48,Female,White or Caucasian,5.0,2.0,2.375,1.470588235,2.5294117647058822,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4,3,4,3,3,3,2,1,5,1,2,1,4,1,2,2,2
131,353,2_92,31,Female,White or Caucasian,5.0,6.0,1.375,4.176470588,1.5294117647058822,6.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,6.0,3.0,5.0,5.0,5.0,2,1,2,1,1,1,2,3,1,1,2,1,1,1,2,2,2
132,282,2_28,25,Female,White or Caucasian,3.0,3.0,2.0,3.0,4.294117647058823,5.0,1.0,4.0,3.0,5.0,2.0,5.0,1.0,4.0,2.0,1.0,1.0,5.0,1.0,4.0,3.0,4.0,6,4,5,1,6,3,6,2,6,6,2,5,6,1,4,4,6
133,322,2_64,25,Female,White or Caucasian,6.0,3.0,3.0,3.470588235,2.8823529411764706,3.0,4.0,2.0,2.0,3.0,4.0,2.0,5.0,4.0,4.0,5.0,3.0,5.0,3.0,3.0,2.0,5.0,3,2,4,3,3,3,5,4,2,1,4,1,2,4,3,3,2
133,279,2_25,25,Female,White or Caucasian,6.0,3.0,3.0,5.823529412,2.3529411764705883,4.0,6.0,5.0,7.0,7.0,6.0,6.0,5.0,7.0,5.0,6.0,6.0,6.0,5.0,6.0,7.0,5.0,2,2,3,3,2,3,2,2,4,1,2,1,2,2,3,3,3
134,285,2_30,28,Male,White or Caucasian,5.0,6.0,2.75,4.764705882,3.1176470588235294,5.0,4.0,5.0,4.0,5.0,4.0,6.0,4.0,6.0,6.0,6.0,1.0,5.0,5.0,5.0,6.0,4.0,4,3,4,2,4,3,4,2,4,2,3,2,3,4,3,3,3
136,350,2_9,40,Female,White or Caucasian,5.0,5.0,2.875,5.705882353,3.4705882352941178,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,4.0,4.0,1.0,6.0,5.0,4.0,7.0,7.0,3,4,4,5,4,4,5,3,4,2,3,2,4,4,3,3,2
136,269,2_16,40,Female,White or Caucasian,5.0,5.0,2.875,1.0,2.5294117647058822,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,3,3,2,3,2,2,2,4,1,3,2,3,3,2,2,2
136,257,2_113,40,Female,White or Caucasian,5.0,5.0,2.875,1.0,1.6470588235294117,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,2,2,1,1,3,1,1,1,3,3,4
137,340,2_80,55,Male,White or Caucasian,5.0,1.0,1.375,3.941176471,3.588235294117647,3.0,4.0,3.0,1.0,5.0,7.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,5.0,6,3,5,2,6,3,5,2,5,1,3,4,4,3,3,3,3
137,269,2_16,55,Male,White or Caucasian,5.0,1.0,1.375,2.764705882,1.588235294117647,6.0,2.0,3.0,4.0,2.0,5.0,1.0,4.0,5.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2
139,350,2_9,48,Male,White or Caucasian,4.0,3.0,1.5,4.647058824,2.5294117647058822,3.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,6.0,6.0,7.0,1.0,5.0,4.0,7.0,7.0,5.0,2,2,3,3,2,2,4,3,3,2,3,1,3,4,2,2,2
139,257,2_113,48,Male,White or Caucasian,4.0,3.0,1.5,1.294117647,1.3529411764705883,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2
139,300,2_44,48,Male,White or Caucasian,4.0,3.0,1.5,2.176470588,1.9411764705882353,4.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,7.0,2,2,3,2,2,2,2,1,3,1,2,1,3,1,2,2,2
140,350,2_9,32,Male,White or Caucasian,4.0,3.0,4.0,5.941176471,4.529411764705882,7.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,4,5,5,6,5,6,5,4,5,3,4,3,6,6,4,3,3
140,325,2_67,32,Male,White or Caucasian,4.0,3.0,4.0,4.705882353,3.235294117647059,6.0,4.0,6.0,5.0,5.0,2.0,7.0,2.0,6.0,1.0,6.0,3.0,3.0,7.0,6.0,6.0,5.0,4,3,4,3,4,3,5,2,3,2,5,2,2,4,3,3,3
142,269,2_16,24,Male,,3.0,1.0,3.75,2.411764706,2.764705882352941,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,4.0,4.0,4,3,4,3,4,3,2,2,4,1,3,2,4,2,2,2,2
142,340,2_80,24,Male,,3.0,1.0,3.75,4.647058824,4.235294117647059,6.0,1.0,6.0,4.0,6.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,6.0,6.0,4.0,5.0,4.0,6,4,5,2,6,4,5,3,6,2,4,5,5,5,3,4,3
145,263,2_119,37,Female,White or Caucasian,3.0,2.0,3.125,3.058823529,2.588235294117647,1.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,6.0,2.0,6.0,6.0,2,2,3,2,2,2,4,2,2,4,3,1,3,3,3,3,3
147,279,2_25,40,Male,Black or African American,6.0,4.0,1.5,4.058823529,1.8823529411764706,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2,1,2,2,1,2,3,2,3,1,2,1,2,2,2,2,2
147,350,2_9,40,Male,Black or African American,6.0,4.0,1.5,4.0,2.6470588235294117,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3,2,3,3,3,2,4,3,4,2,3,1,3,3,2,2,2
147,269,2_16,40,Male,Black or African American,6.0,4.0,1.5,4.0,1.9411764705882353,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3,2,3,2,3,2,2,1,2,1,2,1,2,1,2,2,2
148,322,2_64,28,Female,Other,5.0,3.0,4.5,1.0,2.588235294117647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,4,2,2,2,4,3,2,1,4,1,2,4,3,3,2
148,282,2_28,28,Female,Other,5.0,3.0,4.5,2.470588235,5.0588235294117645,4.0,2.0,4.0,5.0,2.0,3.0,5.0,1.0,2.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,6,5,6,4,7,6,7,3,7,6,2,6,7,1,4,4,5
150,263,2_119,31,Female,White or Caucasian,5.0,3.0,2.0,4.470588235,1.3529411764705883,1.0,1.0,5.0,2.0,6.0,5.0,7.0,5.0,7.0,6.0,6.0,2.0,5.0,7.0,2.0,2.0,7.0,1,1,2,1,1,1,2,1,1,2,2,1,1,3,1,1,1
155,325,2_67,29,Male,White or Caucasian,4.0,4.0,4.125,5.529411765,2.588235294117647,6.0,5.0,6.0,5.0,6.0,7.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,4.0,4,2,3,2,3,2,5,2,3,1,4,1,2,4,2,2,2
156,269,2_16,40,Male,White or Caucasian,3.0,2.0,2.875,1.0,1.9411764705882353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,3,2,3,2,1,1,3,1,2,1,2,1,2,2,2
156,340,2_80,40,Male,White or Caucasian,3.0,2.0,2.875,1.411764706,4.117647058823529,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,6,4,5,2,6,4,5,2,6,2,3,5,5,3,4,4,4
156,257,2_113,40,Male,White or Caucasian,3.0,2.0,2.875,1.0,1.3529411764705883,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2
157,282,2_28,25,Female,White or Caucasian,6.0,1.0,2.125,4.352941176,5.470588235294118,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,7.0,4.0,3.0,6.0,1.0,5.0,3.0,5.0,6,5,6,4,7,5,7,6,7,6,3,6,7,2,5,5,6
160,279,2_25,49,Male,White or Caucasian,5.0,5.0,3.25,2.294117647,2.6470588235294117,1.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,3.0,5.0,2.0,1.0,2.0,1.0,3.0,1.0,6.0,2,2,3,3,2,3,4,3,4,2,3,1,2,2,3,3,3
160,353,2_92,49,Male,White or Caucasian,5.0,5.0,3.25,2.294117647,1.5294117647058822,5.0,7.0,3.0,1.0,4.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2,1,2,1,1,1,3,4,1,1,2,1,1,2,1,1,1
162,257,2_113,41,Female,White or Caucasian,4.0,2.0,2.375,1.705882353,1.3529411764705883,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2
162,269,2_16,41,Female,White or Caucasian,4.0,2.0,2.375,2.647058824,2.176470588235294,5.0,1.0,1.0,3.0,4.0,3.0,1.0,4.0,5.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,4.0,3,2,3,2,3,2,2,1,4,1,2,1,4,1,2,2,2
162,285,2_30,41,Female,White or Caucasian,4.0,2.0,2.375,2.823529412,3.2941176470588234,6.0,1.0,3.0,4.0,5.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,3.0,4,3,4,2,4,3,5,2,4,3,4,2,3,4,3,3,3
163,300,2_44,51,Female,Black or African American,5.0,2.0,1.0,4.470588235,1.6470588235294117,6.0,6.0,5.0,5.0,1.0,5.0,6.0,6.0,6.0,5.0,5.0,1.0,7.0,6.0,1.0,3.0,2.0,2,1,2,1,2,1,2,1,3,1,2,1,2,1,2,2,2
163,263,2_119,51,Female,Black or African American,5.0,2.0,1.0,2.470588235,1.1764705882352942,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2.0,1.0,1.0,1.0,2.0,5.0,7.0,3.0,2.0,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1
163,311,2_54,51,Female,Black or African American,5.0,2.0,1.0,1.0,1.7647058823529411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,2,1,2,1,3,1,1,1,2,1,1,3,3,2,3
164,353,2_92,26,Male,Black or African American,5.0,5.0,4.0,5.294117647,1.4705882352941178,7.0,4.0,7.0,6.0,7.0,6.0,4.0,3.0,7.0,3.0,5.0,5.0,6.0,4.0,5.0,7.0,4.0,2,1,2,1,1,1,3,4,1,1,2,1,1,1,1,1,1
164,322,2_64,26,Male,Black or African American,5.0,5.0,4.0,4.941176471,2.0,6.0,5.0,7.0,5.0,7.0,5.0,5.0,4.0,4.0,3.0,6.0,4.0,3.0,6.0,5.0,5.0,4.0,2,2,3,2,2,2,3,2,1,1,3,1,1,3,2,2,2
166,300,2_44,59,Female,Asian,5.0,6.0,2.0,3.352941176,2.176470588235294,4.0,3.0,4.0,1.0,1.0,4.0,3.0,4.0,6.0,4.0,3.0,1.0,5.0,4.0,4.0,3.0,3.0,3,2,3,2,3,2,2,1,4,1,2,1,4,1,2,2,2
166,325,2_67,59,Female,Asian,5.0,6.0,2.0,3.294117647,2.411764705882353,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,4.0,1.0,1.0,2.0,4.0,3.0,3.0,4,2,4,2,3,2,3,2,2,1,3,2,2,3,2,2,2
166,282,2_28,59,Female,Asian,5.0,6.0,2.0,3.647058824,4.117647058823529,2.0,4.0,3.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,6,4,5,1,6,3,6,4,6,5,2,5,6,1,3,3,4
166,311,2_54,59,Female,Asian,5.0,6.0,2.0,3.117647059,2.411764705882353,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,4.0,4.0,1.0,4.0,5.0,4.0,4.0,5.0,2,2,2,2,2,2,3,2,2,1,3,1,2,3,4,4,4
167,322,2_64,33,Male,Other,2.0,3.0,2.25,1.176470588,2.2941176470588234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,3,2,2,2,4,2,2,2,3,1,2,3,2,2,2
168,311,2_54,23,Female,Asian,5.0,2.0,3.75,1.705882353,3.4705882352941178,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,3,3,4,3,3,4,4,2,3,2,4,2,2,5,5,5,5
169,353,2_92,45,Female,White or Caucasian,3.0,4.0,1.5,4.0,1.5294117647058822,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2,1,2,1,1,1,3,4,1,1,2,1,1,2,1,1,1
169,350,2_9,45,Female,White or Caucasian,3.0,4.0,1.5,5.176470588,2.7058823529411766,5.0,4.0,5.0,6.0,5.0,6.0,7.0,6.0,7.0,4.0,4.0,5.0,5.0,7.0,4.0,4.0,4.0,2,2,2,3,3,2,5,4,4,2,3,1,3,4,2,2,2
170,279,2_25,26,Male,Black or African American,2.0,2.0,1.25,3.941176471,2.235294117647059,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,2.0,3.0,1.0,6.0,5.0,5.0,2,2,3,2,2,2,3,2,3,1,2,1,2,2,3,3,3
170,257,2_113,26,Male,Black or African American,2.0,2.0,1.25,2.176470588,1.2352941176470589,2.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,6.0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2
171,263,2_119,36,Female,White or Caucasian,4.0,2.0,1.5,2.411764706,1.5294117647058822,1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,4.0,1,1,1,1,1,1,2,2,1,2,2,1,1,3,2,2,2
173,300,2_44,33,Non-binary / third gender,Other,3.0,2.0,1.5,1.0,1.7058823529411764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,2,1,2,1,2,1,3,1,2,1,3,1,2,2,2
174,340,2_80,34,Female,Black or African American,5.0,3.0,3.0,4.764705882,4.352941176470588,6.0,1.0,5.0,3.0,7.0,5.0,6.0,5.0,6.0,1.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,7,4,6,2,7,4,5,2,6,3,4,5,5,5,3,3,3
175,285,2_30,63,Female,Black or African American,5.0,2.0,1.25,3.529411765,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,6.0,2.0,5.0,2.0,3.0,6.0,3.0,5.0,5.0,4,3,4,2,4,3,4,2,4,3,3,2,3,4,2,2,2
175,353,2_92,63,Female,Black or African American,5.0,2.0,1.25,2.941176471,1.6470588235294117,3.0,1.0,5.0,3.0,4.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,5.0,6.0,4.0,2,1,2,1,1,1,3,4,1,1,2,1,1,1,2,2,2
176,340,2_80,43,Female,White or Caucasian,3.0,2.0,2.5,5.411764706,4.117647058823529,7.0,6.0,6.0,5.0,7.0,6.0,7.0,7.0,6.0,3.0,7.0,2.0,6.0,6.0,5.0,3.0,3.0,6,3,5,2,6,3,5,2,6,2,4,5,5,4,4,4,4
176,263,2_119,43,Female,White or Caucasian,3.0,2.0,2.5,5.705882353,2.4705882352941178,5.0,5.0,6.0,6.0,5.0,6.0,7.0,7.0,5.0,6.0,7.0,1.0,6.0,7.0,6.0,7.0,5.0,2,2,3,2,2,2,4,3,2,4,3,1,2,3,3,2,2
